merchant_id,onboarding_month,month,merchant_industry,merchant_governorate,subscription_plan,acquisition_channel,customer_acquisition_cost,mrr,new_mrr,expansion_mrr,churned_mrr,active_status,total_payment_volume,transaction_count
MX-0077,2024-02-01,2024-07-01,Hospitality,Amman,Basic,Bank Partner,20.97,35.27,0.0,0.0,0.0,True,4640.6,312.0
MX-0149,2024-02-01,2024-03-01,F&B,Aqaba,Pro,Sales Agent,69.65,93.73,0.0,0.0,0.0,True,4550.31,869.0
MX-0222,2024-02-01,2024-06-01,Retail,Amman,Basic,Bank Partner,28.52,38.56,0.0,0.0,0.0,True,5146.76,749.0
MX-0058,2024-02-01,2024-02-01,F&B,Amman,Basic,Bank Partner,25.29,18.84,18.84,0.0,0.0,True,8287.13,1041.0
MX-0189,2024-02-01,2024-12-01,Retail,Aqaba,Basic,Sales Agent,87.31,26.7,0.0,0.0,0.0,True,3128.03,738.0
MX-0321,2024-02-01,2024-07-01,Retail,Madaba,Basic,Bank Partner,37.69,54.58,0.0,0.0,0.0,True,4966.15,680.0
MX-0436,2024-02-01,2024-05-01,Retail,Amman,Basic,Online,35.58,27.6,0.0,0.0,0.0,True,8771.83,830.0
MX-0268,2024-02-01,2024-02-01,Retail,Ajloun,Basic,Sales Agent,82.16,0.0,16.3,0.0,16.3,False,0.0,0.0
MX-0177,2024-02-01,2024-07-01,Retail,Amman,Pro,Bank Partner,21.98,51.05,0.0,0.0,0.0,True,483556.00000000006,888.0
MX-0349,2024-02-01,2024-10-01,F&B, Amman ,Enterprise,Online,43.75,534.09,0.0,0.0,0.0,True,5848.99,897.0
MX-0405,2024-02-01,2024-02-01,F&B,Amman,Pro,Sales Agent,80.63,51.21,51.21,0.0,0.0,True,3499.8,770.0
MX-0323,2024-02-01,2024-05-01,Retail,Amman,Pro,Sales Agent,76.47,115.85,0.0,11.75,0.0,True,4837.8,706.0
MX-0299,2024-02-01,2024-07-01,Retail,Irbid,Pro,Bank Partner,17.7,50.18,0.0,0.0,0.0,True,5586.0,775.0
MX-0101,2024-02-01,2024-09-01,F&B,Amman,Basic,Bank Partner,37.88,95.49,0.0,79.96,0.0,True,11212.53,917.0
MX-0146,2024-02-01,2024-07-01,F&B,Ajloun,Pro,Sales Agent,89.3,163.22,0.0,51.61,0.0,True,3537.73,631.0
MX-0141,2024-02-01,2024-07-01,Pharmacy,Amman,Pro,Sales Agent,89.14,110.28,0.0,0.0,0.0,True,1185.46,232.0
MX-0276,2024-02-01,2024-04-01,Retail,Amman,Basic,Bank Partner,30.02,21.06,0.0,0.0,0.0,True,11192.08,828.0
MX-0419,2024-02-01,2024-10-01,Retail,Aqaba,Basic,Bank Partner,15.77,30.85,0.0,0.0,0.0,True,2782.18,711.0
MX-0062,2024-02-01,2024-02-01,F&B, Amman ,Enterprise,Bank Partner,27.81,,336.5,0.0,0.0,True,9111.32,845.0
MX-0008,2024-02-01,2024-03-01,Hospitality,Madaba,Pro,Sales Agent,86.6,106.78,0.0,0.0,0.0,True,1883.16,326.0
MX-0007,2024-02-01,2024-04-01,F&B,Mafraq,Pro,Sales Agent,66.98,82.49,0.0,0.0,0.0,True,2189.24,986.0
MX-0449,2024-02-01,2024-03-01,F&B,Ajloun,Enterprise,Bank Partner,16.44,395.47,0.0,38.62,0.0,True,15068.08,1030.0
MX-0294,2024-02-01,2024-07-01,F&B,Irbid,Pro,Sales Agent,70.99,64.73,0.0,0.0,0.0,True,3486.47,801.0
MX-0101,2024-02-01,2024-11-01,F&B,Amman,Basic,Bank Partner,37.88,95.49,0.0,0.0,0.0,True,2429.89,808.0
MX-0231,2024-02-01,2024-05-01,Hospitality,Amman,Pro,Bank Partner,33.58,89.39,0.0,0.0,0.0,True,4054.04,423.0
MX-0126,2024-02-01,2024-09-01,Retail,Zaqra,Pro,Sales Agent,80.08,63.07,0.0,0.0,0.0,True,7030.63,902.0
MX-0084,2024-02-01,2024-04-01,F&B, Amman ,Pro,Sales Agent,94.55,68.02,0.0,0.0,0.0,True,6432.51,1000.0
MX-0021,2024-02-01,2024-06-01,Retail,Zarqa,Pro,Bank Partner,39.08,82.13,0.0,0.0,0.0,True,6334.81,704.0
MX-0272,2024-02-01,2024-12-01,Hospitality,Jerash,Pro,Sales Agent,63.07,289.91,0.0,78.12,0.0,True,5348.21,452.0
MX-0379,2024-02-01,2024-06-01,Hospitality,Amman,Basic,Bank Partner,26.16,0.0,0.0,0.0,31.99,False,0.0,0.0
MX-0199,2024-02-01,2024-12-01,Hospitality,Amman,Pro,Online,41.87,100.07,0.0,0.0,0.0,True,2640.71,212.0
MX-0199,2024-02-01,2024-08-01,Hospitality,Amman,Pro,Online,41.87,,0.0,0.0,0.0,True,6315.94,457.0
MX-0273,2024-02-01,2024-11-01,Hospitality,Amman,Pro,Online,-20,153.01,0.0,0.0,0.0,True,526.88,142.0
MX-0289,2024-02-01,2024-05-01,F&B,Zarqa,Basic,Bank Partner,27.05,16.97,0.0,0.0,0.0,True,7704.27,749.0
MX-0356,2024-02-01,2024-04-01,Retail,Amman,Pro,Bank Partner,18.01,,0.0,0.0,0.0,True,5901.28,448.0
MX-0264,2024-02-01,2025-01-01,Retail,Aqaba,Basic,Sales Agent,66.6,33.38,0.0,0.0,0.0,True,11865.7,792.0
MX-0273,2024-02-01,2024-06-01,Hospitality,Amman,Pro,Online,39.51,135.81,0.0,6.58,0.0,True,3207.85,343.0
MX-0375,2024-02-01,2024-02-01,F&B,Amman,Basic,Sales Agent,80.38,31.4,31.4,0.0,0.0,True,4583.59,995.0
MX-0402,2024-02-01,2024-07-01,Pharmacy,Amman,Basic,Bank Partner,16.79,21.32,0.0,0.0,0.0,True,7769.31,562.0
MX-0373,2024-02-01,2024-04-01,F&B,Irbid,Pro,Sales Agent,81.55,171.75,0.0,0.0,0.0,True,8263.1,859.0
MX-0457,2024-02-01,2024-09-01,F&B,Zarqa,Pro,Sales Agent,66.64,100.66,0.0,0.0,0.0,True,8952.16,835.0
MX-0344,2024-02-01,2024-07-01,Retail,Karak,Pro,Sales Agent,61.29,119.07,0.0,0.0,0.0,True,10129.5,796.0
MX-0462,2024-02-01,2024-03-01,Retail,Irbid,Pro,Bank Partner,37.01,141.03,0.0,40.67,0.0,True,9195.29,627.0
MX-0225,2024-02-01,2024-03-01,F&B,Zarqa,Basic,Sales Agent,40.74,21.97,0.0,0.0,0.0,True,9664.15,973.0
MX-0445,2024-02-01,2024-03-01,Hospitality,Amman,Pro,Sales Agent,66.43,100.39,0.0,0.0,0.0,True,1774.08,
MX-0441,2024-02-01,2024-06-01,F&B,Amman,Enterprise,Bank Partner,28.84,256.01,0.0,0.0,0.0,True,9345.71,902.0
MX-0168,2024-02-01,2024-11-01,F&B,Amman,Basic,Online,25.05,203.39,0.0,0.0,0.0,True,1036141.0,814.0
MX-0343,2024-02-01,2024-07-01,F&B,Amman,Pro,Bank Partner,17.0,147.21,0.0,0.0,0.0,True,15437.77,1041.0
MX-0170,2024-02-01,2024-08-01,Retail,Amman,Basic,Online,33.0,36.31,0.0,0.0,0.0,True,8400.62,886.0
MX-0141,2024-02-01,2024-12-01,Pharmacy,Amman,Pro,Sales Agent,8914.0,110.28,0.0,0.0,0.0,True,3076.64,251.0
MX-0475,2024-02-01,2024-05-01,Retail,Amman,Basic,Bank Partner,28.33,18.74,0.0,0.0,0.0,True,132009.0,639.0
MX-0217,2024-02-01,2024-09-01,F&B,Madaba,Basic,Bank Partner,35.73,107.55,0.0,0.0,0.0,True,5308.8,600.0
MX-0178,2024-02-01,2024-08-01,F&B,Amman,Basic,Bank Partner,31.07,65.23,0.0,0.0,0.0,True,12615.69,988.0
MX-0264,2024-02-01,2024-06-01,Retail,Aqaba,Basic,Sales Agent,66.6,33.38,0.0,0.0,0.0,True,7641.36,676.0
MX-0447,2024-02-01,2024-02-01,Pharmacy,Amman,Pro,Bank Partner,21.48,111.6,111.6,0.0,0.0,True,1802.43,471.0
MX-0291,2024-02-01,2024-04-01,F&B,Amman,Basic,Bank Partner,-20,15.79,0.0,0.0,0.0,True,5395.48,686.0
MX-0038,2024-02-01,2024-04-01,F&B,Amman,Pro,Sales Agent,49.07,111.92,0.0,0.0,0.0,True,10574.73,826.0
MX-0260,2024-02-01,2024-05-01,F&B,Aqaba,Pro,Sales Agent,66.08,77.9,0.0,0.0,0.0,True,10295.73,886.0
MX-0154,2024-02-01,2024-07-01,Retail,Aqaba,Pro,Bank Partner,35.65,80.34,0.0,0.0,0.0,True,6778.94,516.0
MX-0262,2024-02-01,2024-03-01,Pharmacy,Amman,Pro,Online,44.08,89.93,0.0,0.0,0.0,True,3476.28,266.0
MX-0112,2024-02-01,2024-10-01,F&B,Aqaba,Basic,Sales Agent,52.12,35.88,0.0,0.0,0.0,True,5065.72,764.0
MX-0194,2024-02-01,2024-06-01,Retail,Amman,Pro,Bank Partner,29.01,109.56,0.0,0.0,0.0,True,7485.36,620.0
MX-0433,2024-02-01,2024-06-01,Retail,Ma'an,Basic,Sales Agent,99.04,39.24,0.0,0.0,0.0,True,5097.01,697.0
MX-0105,2024-02-01,2025-01-01,Pharmacy,Amman,Enterprise,Bank Partner,34.83,562.52,0.0,0.0,0.0,True,3647.2,388.0
MX-0310,2024-02-01,2024-09-01,F&B,Amman,Pro,Bank Partner,23.63,135.53,0.0,0.0,0.0,True,2634.73,815.0
MX-0194,2024-02-01,2024-09-01,Retail,Amman,Pro,Bank Partner,29.01,,0.0,0.0,0.0,True,5121.36,583.0
MX-0303,2024-02-01,2024-03-01,Retail,Zarqa,Basic,Bank Partner,27.82,30.72,0.0,7.64,0.0,True,5206.9,602.0
MX-0167,2024-02-01,2024-10-01,F&B,Zaqra,Pro,Bank Partner,30.85,124.55,0.0,0.0,0.0,True,6802.55,908.0
MX-0157,2024-02-01,2024-11-01,Retail,Amman,Basic,Sales Agent,48.52,77.79,0.0,0.0,0.0,True,6048.53,673.0
MX-0179,2024-02-01,2024-03-01,Pharmacy,Karak,Pro,Bank Partner,32.35,102.76,0.0,0.0,0.0,True,1743.06,263.0
MX-0043,2024-02-01,2024-07-01,F&B, Amman ,Basic,Sales Agent,71.4,83.92,0.0,0.0,0.0,True,13108.67,953.0
MX-0167,2024-02-01,2024-04-01,F&B,Amman,Pro,Bank Partner,30.85,105.79,0.0,0.0,0.0,True,5644.89,892.0
MX-0278,2024-02-01,2024-11-01,Retail,Irbid,Enterprise,Bank Partner,27.66,259.64,0.0,0.0,0.0,True,7406.55,585.0
MX-0074,2024-02-01,2024-03-01,Hospitality,Irbid,Basic,Online,55.11,32.29,0.0,0.0,0.0,True,3554.08,257.0
MX-0260,2024-02-01,2024/04/01,F&B,Aqaba,Pro,Sales Agent,66.08,77.9,0.0,0.0,0.0,True,8427.85,862.0
MX-0255,2024-02-01,2024-04-01,F&B,Amman,Pro,Online,55.16,76.03,0.0,0.0,0.0,True,7828.06,997.0
MX-0201,2024-02-01,2024-12-01,Retail,Zarqa,Pro,Online,59.07,205.52,0.0,33.51,0.0,True,7638.56,674.0
MX-0077,2024-02-01,2024-04-01,Hospitality,Amman,Basic,Bank Partner,20.97,35.27,0.0,0.0,0.0,True,2572.76,288.0
MX-0460,2024-02-01,2024-12-01,F&B,Aqaba,Pro,Sales Agent,64.11,,0.0,15.85,0.0,True,5906.03,808.0
MX-0460,2024-02-01,2024-03-01,F&B,Aqaba,Pro,Sales Agent,64.11,147.76,0.0,57.63,0.0,True,7627.14,711.0
MX-0417,2024-02-01,2024-09-01,F&B,Amman,Basic,Online,35.37,30.69,0.0,0.0,0.0,True,3489.93,1149.0
MX-0245,2024-02-01,2024-03-01,F&B,Amman,Pro,Bank Partner,36.39,51.42,0.0,0.0,0.0,True,2838.41,1030.0
MX-0232,2024-02-01,2025-01-01,Retail,Madaba,Basic,Sales Agent,42.89,25.23,0.0,0.0,0.0,True,4345.3,797.0
MX-0140,2024-02-01,2024-08-01,Pharmacy,Amman,Pro,Online,54.33,59.39,0.0,0.0,0.0,True,3208.72,254.0
MX-0319,2024-02-01,2024-08-01,F&B,Amman,Basic,Sales Agent,65.31,21.29,0.0,0.0,0.0,True,7309.77,792.0
MX-0376,2024-02-01,2024-02-01,F&B,Amman,Pro,Sales Agent,56.52,54.83,54.83,0.0,0.0,True,14669.54,996.0
MX-0278,2024-02-01,2024-06-01,Retail,Irbid,Enterprise,Bank Partner,27.66,259.64,0.0,0.0,0.0,True,2924.52,527.0
MX-0462,2024-02-01,2024-02-01,Retail,Irbid,Pro,Bank Partner,3701.0,100.36,100.36,0.0,0.0,True,4591.25,845.0
MX-0191,2024-02-01,2024-02-01,F&B, Amman ,Basic,Bank Partner,21.51,16.9,16.9,0.0,0.0,True,10207.94,825.0
MX-0403,2024-02-01,2024-04-01,Retail,Amman,Basic,Sales Agent,64.58,,0.0,0.0,0.0,True,5250.66,821.0
MX-0282,2024-02-01,2024-06-01,F&B,Zarqa,Pro,Online,34.47,109.42,0.0,0.0,0.0,True,12202.77,882.0
MX-0298,2024-02-01,2024-03-01,F&B,Zarqa,Basic,Bank Partner,15.92,35.43,0.0,0.0,0.0,True,6878.95,709.0
MX-0166,2024-02-01,2024-05-01,Hospitality,Amman,Pro,Online,59.16,60.71,0.0,0.0,0.0,True,950.36,100.0
MX-0246,2024-02-01,2024-03-01,Pharmacy,Ajloun,Pro,Sales Agent,71.29,96.24,0.0,0.0,0.0,True,490957.0,443.0
MX-0091,2024-02-01,2024-05-01,F&B,Amman,Enterprise,Sales Agent,86.54,344.62,0.0,0.0,0.0,True,9393.59,812.0
MX-0456,2024-02-01,2024-08-01,Retail,Amman,Enterprise,Online,25.57,663.2,0.0,48.51,0.0,True,6915.69,685.0
MX-0020,2024-02-01,2024-03-01,F&B,Amman,Basic,Online,46.55,29.57,0.0,0.0,0.0,True,9581.85,892.0
MX-0091,2024-02-01,2024-07-01,F&B,Amman,Enterprise,Sales Agent,86.54,344.62,0.0,0.0,0.0,True,10338.48,868.0
MX-0040,2024-02-01,2024-11-01,Retail,Amman,Basic,Sales Agent,55.06,67.34,0.0,0.0,0.0,True,7019.79,665.0
MX-0380,2024-02-01,2024-04-01,F&B,Amman,Pro,Sales Agent,87.9,101.52,0.0,0.0,0.0,True,8948.11,1055.0
MX-0340,2024-02-01,2024-04-01,F&B,Irbid,Basic,Bank Partner,25.47,22.88,0.0,0.0,0.0,True,2498.64,
MX-0081,2024-02-01,2025-01-01,Hospitality,Amman,Pro,Bank Partner,15.68,91.69,0.0,0.0,0.0,True,6319.38,495.0
MX-0410,2024-02-01,2024-12-01,F&B,Amman,Pro,Bank Partner,26.35,104.94,0.0,0.0,0.0,True,2835.71,789.0
MX-0277,2024-02-01,2024-05-01,Hospitality,Amman,Basic,Sales Agent,84.62,25.01,0.0,0.0,0.0,True,796.92,61.0
MX-0485,2024-02-01,2024-06-01,Retail,Irbid,Basic,Bank Partner,26.57,93.42,0.0,0.0,0.0,True,8663.39,769.0
MX-0467,2024-02-01,2024-05-01,F&B,Irbid,Enterprise,Bank Partner,24.88,332.71,0.0,0.0,0.0,True,3721.13,911.0
MX-0407,2024-02-01,2024-03-01,F&B,Madaba,Pro,Online,34.58,101.22,0.0,0.0,0.0,True,2359.46,776.0
MX-0400,2024-02-01,2024-06-01,Hospitality,Amman,Pro,Sales Agent,78.21,116.72,0.0,0.0,0.0,True,1409.94,259.0
MX-0429,2024-02-01,2024-08-01,F&B,Irbid,Pro,Sales Agent,58.84,129.51,0.0,0.0,0.0,True,6937.16,693.0
MX-0434,2024-02-01,2024-03-01,F&B,Zarqa,Pro,Sales Agent,57.3,69.77,0.0,0.0,0.0,True,9440.6,1113.0
MX-0071,2024-02-01,2025-01-01,Hospitality,Zarqa,Basic,Sales Agent,85.41,85.21,0.0,0.0,0.0,True,302.55,137.0
MX-0050,2024-02-01,2024-02-01,F&B,Aqaba,Basic,Sales Agent,44.9,27.45,27.45,0.0,0.0,True,4910.45,930.0
MX-0278,2024-02-01,2024-04-01,Retail,Irbid,Enterprise,Bank Partner,2766.0,259.64,0.0,0.0,0.0,True,1884.02,705.0
MX-0117,2024-02-01,2024-05-01,Hospitality,Amman,Basic,Online,37.61,26.06,0.0,5.11,0.0,True,515.17,40.0
MX-0245,2024-02-01,2024-10-01,F&B,Amman,Pro,Bank Partner,36.39,51.42,0.0,0.0,0.0,True,11391.31,984.0
MX-0104,2024-02-01,2024-07-01,Retail,Amman,Enterprise,Bank Partner,32.4,413.25,0.0,0.0,0.0,True,10931.89,843.0
MX-0306,2024-02-01,2024-02-01,Pharmacy,Aqaba,Pro,Sales Agent,63.82,116.34,116.34,0.0,0.0,True,2384.76,255.0
MX-0059,2024-02-01,2024-05-01,F&B,Aqaba,Basic,Online,46.04,34.58,0.0,0.0,0.0,True,10036.82,802.0
MX-0221,2024-02-01,2024-05-01,Retail,Balqa,Enterprise,Bank Partner,32.59,451.74,0.0,0.0,0.0,True,7876.55,704.0
MX-0349,2024-02-01,2024-09-01,F&B,Zarqa,Enterprise,Online,43.75,534.09,0.0,0.0,0.0,True,10592.63,734.0
MX-0042,2024-02-01,2024-09-01,Retail,Irbid,Pro,Bank Partner,29.03,118.48,0.0,0.0,0.0,True,2772.25,673.0
MX-0323,2024-02-01,2024-12-01,Retail,Amman,Pro,Sales Agent,7647.0,115.85,0.0,0.0,0.0,True,5596.4,659.0
MX-0383,2024-02-01,2024-05-01,Retail,Amman,Enterprise,Sales Agent,95.0,523.49,0.0,0.0,0.0,True,4417.27,807.0
MX-0090,2024-02-01,2025-01-01,Retail,Amman,Basic,Sales Agent,62.83,27.9,0.0,0.0,0.0,True,2519.15,863.0
MX-0490,2024-02-01,2024-08-01,Hospitality,Madaba,Basic,Sales Agent,62.52,25.2,0.0,0.0,0.0,True,3318.91,362.0
MX-0162,2024-02-01,2024-04-01,Retail,Ma'an,Basic,Sales Agent,77.26,36.75,0.0,0.0,0.0,True,6384.28,774.0
MX-0024,2024-02-01,2024-10-01,F&B,Jerash,Enterprise,Bank Partner,1630.9999999999998,560.18,0.0,0.0,0.0,True,2222.6,1054.0
MX-0250,2024-02-01,2024-05-01,Hospitality,Irbid,Pro,Bank Partner,17.87,73.04,0.0,0.0,0.0,True,6856.22,461.0
MX-0038,2024-02-01,2024-10-01,F&B,Amman,Pro,Sales Agent,49.07,0.0,0.0,0.0,111.92,False,0.0,0.0
MX-0464,2024-02-01,2024-06-01,Retail,Amman,Pro,Bank Partner,29.23,,0.0,0.0,0.0,True,9528.8,643.0
MX-0309,2024-02-01,2024-09-01,Hospitality,Amman,Basic,Bank Partner,17.85,28.3,0.0,0.0,0.0,True,2366.7,186.0
MX-0076,2024-02-01,2024-07-01,Retail,Balqa,Basic,Bank Partner,36.76,24.73,0.0,0.0,0.0,True,9744.16,669.0
MX-0140,2024-02-01,2024-06-01,Pharmacy,amman,Pro,Online,54.33,59.39,0.0,0.0,0.0,True,3358.86,242.0
MX-0148,2024-02-01,2024-10-01,Retail,Irbid,Pro,Online,34.31,112.51,0.0,0.0,0.0,True,277550.0,757.0
MX-0307,2024-02-01,2024-09-01,Retail,Balqa,Pro,Sales Agent,45.23,83.68,0.0,30.72,0.0,True,7514.55,681.0
MX-0287,2024-02-01,2024-08-01,Retail,Zarqa,Basic,Sales Agent,98.29,0.0,0.0,0.0,39.8,False,0.0,0.0
MX-0383,2024-02-01,2024-08-01,Retail,Amman,Enterprise,Sales Agent,95.0,523.49,0.0,0.0,0.0,True,5926.06,560.0
MX-0453,2024-02-01,2024-10-01,Retail,Amman,Pro,Sales Agent,73.46,87.74,0.0,0.0,0.0,True,7083.37,744.0
MX-0325,2024-02-01,2024-05-01,Pharmacy,Zarqa,Enterprise,Sales Agent,89.43,327.54,0.0,0.0,0.0,True,614.07,282.0
MX-0331,2024-02-01,2024-05-01,F&B,Amman,Pro,Online,30.3,0.0,0.0,0.0,79.92,False,0.0,0.0
MX-0012,2024-02-01,2024-08-01,Pharmacy,Amman,Enterprise,Sales Agent,4376.0,392.36,0.0,0.0,0.0,True,3603.35,251.0
MX-0371,2024-02-01,2024-07-01,F&B,Amman,Enterprise,Online,50JOD,597.6,0.0,0.0,0.0,True,7510.1,932.0
MX-0217,2024-02-01,2024-11-01,F&B,Madaba,Basic,Bank Partner,35.73,107.55,0.0,0.0,0.0,True,9118.81,840.0
MX-0109,2024-02-01,2025-01-01,F&B,Zarqa,Pro,Bank Partner,21.92,91.67,0.0,0.0,0.0,True,2008.88,860.0
MX-0112,2024-02-01,2025-01-01,F&B,Aqaba,Basic,Sales Agent,52.12,46.77,0.0,0.0,0.0,True,7563.76,805.0
MX-0100,2024-02-01,2024-06-01,F&B,Amman,Basic,Online,35.84,18.18,0.0,0.0,0.0,True,5439.96,859.0
MX-0486,2024-02-01,2024-09-01,Pharmacy,Zarqa,Basic,Bank Partner,39.52,23.42,0.0,0.0,0.0,True,4417.43,386.0
MX-0483,2024-02-01,2024-05-01,Retail,Amman,Basic,Sales Agent,96.64,21.17,0.0,0.0,0.0,True,1395.22,524.0
MX-0403,2024-02-01,2024-08-01,Retail,Amman,Basic,Sales Agent,64.58,90.68,0.0,0.0,0.0,True,8931.03,625.0
MX-0102,2024-02-01,2024-07-01,Retail,Amman,Enterprise,Bank Partner,28.33,566.03,0.0,15.66,0.0,True,6720.13,663.0
MX-0291,2024-02-01,2024-06-01,F&B,Amman,Basic,Bank Partner,30.27,0.0,0.0,0.0,15.79,False,0.0,0.0
MX-0271,2024-02-01,2024-08-01,Hospitality,Amman,Pro,Sales Agent,46.25,119.44,0.0,0.0,0.0,True,5005.18,416.0
MX-0037,2024-02-01,2024-09-01,F&B,Jerash,Basic,Bank Partner,17.85,89.18,0.0,11.93,0.0,True,11201.27,768.0
MX-0452,2024-02-01,2024-02-01,Retail,Irbid,Pro,Bank Partner,39.16,53.85,53.85,0.0,0.0,True,7413.19,798.0
MX-0319,2024-02-01,2024-09-01,F&B,Amman,Basic,Sales Agent,65.31,,0.0,0.0,0.0,True,12521.31,
MX-0039,2024-02-01,2024-02-01,Retail,Amman,Basic,Bank Partner,20.63,35.66,35.66,0.0,0.0,True,2464.71,734.0
MX-0428,2024-02-01,2024-04-01,Hospitality,amman,Enterprise,Sales Agent,50JOD,321.72,0.0,0.0,0.0,True,665.26,274.0
MX-0473,2024-02-01,2024-08-01,F&B,Aqaba,Pro,Bank Partner,37.74,66.93,0.0,0.0,0.0,True,11988.14,847.0
MX-0070,2024-02-01,2024-04-01,Pharmacy,amman,Basic,Sales Agent,59.81,70.14,0.0,46.46,0.0,True,2167.67,261.0
MX-0481,2024-02-01,2024-06-01,Retail,Amman,Pro,Bank Partner,21.89,191.17,0.0,13.83,0.0,True,7123.28,699.0
MX-0233,2024-02-01,2024-03-01,Retail,Irbid,Basic,Sales Agent,94.17,29.3,0.0,0.0,0.0,True,9601.0,753.0
MX-0107,2024-02-01,2024-07-01,Retail,Amman,Basic,Bank Partner,36.43,50.14,0.0,23.5,0.0,True,9428.3,809.0
MX-0391,2024-02-01,2024-10-01,Pharmacy,Irbid,Basic,Bank Partner,24.36,32.07,0.0,0.0,0.0,True,5550.5,392.0
MX-0308,2024-02-01,2024-03-01,F&B,Mafraq,Pro,Bank Partner,30.43,77.11,0.0,0.0,0.0,True,6300.25,717.0
MX-0129,2024-02-01,2024-10-01,F&B,Amman,Basic,Bank Partner,37.05,15.7,0.0,0.0,0.0,True,11464.87,811.0
MX-0128,2024-02-01,2024-07-01,Hospitality,Aqaba,Basic,Sales Agent,-20,81.64,0.0,0.0,0.0,True,633.63,299.0
MX-0490,2024-02-01,2024-10-01,Hospitality,Madaba,Basic,Sales Agent,62.52,25.2,0.0,0.0,0.0,True,2267.79,355.0
MX-0375,2024-02-01,2024-05-01,F&B,Amman,Basic,Sales Agent,80.38,31.4,0.0,0.0,0.0,True,387771.0,983.0
MX-0196,2024-02-01,2024-12-01,F&B,Irbid,Pro,Bank Partner,26.18,134.12,0.0,0.0,0.0,True,11608.5,971.0
MX-0465,2024-02-01,2024-03-01,Pharmacy,Amman,Enterprise,Sales Agent,77.24,511.19,0.0,0.0,0.0,True,1337.04,213.0
MX-0096,2024-02-01,2024-11-01,Retail,Zarqa,Basic,Sales Agent,87.57,0.0,0.0,0.0,128.46,False,0.0,0.0
MX-0272,2024-02-01,2025-01-01,Hospitality,Jerash,Pro,Sales Agent,63.07,289.91,0.0,0.0,0.0,True,1267.28,167.0
MX-0311,2024-02-01,2024-07-01,Retail,Ma'an,Basic,Sales Agent,70.44,0.0,0.0,0.0,19.66,False,0.0,0.0
MX-0476,2024-02-01,2024-02-01,Pharmacy,Amman,Pro,Online,54.8,74.81,74.81,0.0,0.0,True,3550.76,421.0
MX-0411,2024-02-01,2024-09-01,F&B,Zarqa,Basic,Bank Partner,32.21,25.68,0.0,0.0,0.0,True,5798.6,792.0
MX-0418,2024-02-01,2024-12-01,F&B,Balqa,Basic,Sales Agent,42.34,181.13,0.0,0.0,0.0,True,3148.25,719.0
MX-0160,2024-02-01,2024-03-01,Retail,Zarqa,Basic,Bank Partner,33.72,25.51,0.0,0.0,0.0,True,2815.11,704.0
MX-0116,2024-02-01,2024-05-01,Hospitality,Mafraq,Pro,Sales Agent,49.13,0.0,0.0,0.0,56.28,False,0.0,0.0
MX-0420,2024-02-01,2024-02-01,Hospitality, Amman ,Enterprise,Bank Partner,24.7,474.69,474.69,0.0,0.0,True,1848.99,270.0
MX-0400,2024-02-01,2024-10-01,Hospitality,Amman,Pro,Sales Agent,78.21,180.11,0.0,0.0,0.0,True,1904.99,268.0
MX-0181,2024-02-01,2024-02-01,F&B,Madaba,Enterprise,Bank Partner,22.63,551.41,551.41,0.0,0.0,True,9094.86,870.0
MX-0178,2024-02-01,2024-10-01,F&B,Amman,Basic,Bank Partner,31.07,65.23,0.0,0.0,0.0,True,9216.49,
MX-0003,2024-02-01,2024-08-01,Retail,amman,Pro,Bank Partner,37.66,113.75,0.0,0.0,0.0,True,11427.96,776.0
MX-0197,2024-02-01,2025-01-01,Retail,Amman,Enterprise,Bank Partner,26.51,284.51,0.0,0.0,0.0,True,3443.37,430.0
MX-0200,2024-02-01,2024-07-01,Hospitality,Zarqa,Basic,Sales Agent,62.82,,0.0,0.0,0.0,True,2790.09,276.0
MX-0058,2024-02-01,2025-01-01,F&B,Amman,Basic,Bank Partner,25.29,41.17,0.0,0.0,0.0,True,3271.7,714.0
MX-0133,2024-02-01,2024-02-01,F&B,Zarqa,Basic,Sales Agent,73.59,31.71,31.71,0.0,0.0,True,12400.15,947.0
MX-0170,2024-02-01,2025-01-01,Retail,Amman,Basic,Online,33.0,36.31,0.0,0.0,0.0,True,12056.45,835.0
MX-0396,2024-02-01,2024-10-01,Pharmacy,Amman,Pro,Sales Agent,60.75,75.96,0.0,0.0,0.0,True,3355.07,302.0
MX-0340,2024-02-01,2024-10-01,F&B,Irbid,Basic,Bank Partner,25.47,116.53,0.0,16.74,0.0,True,8467.65,1014.0
MX-0263,2024-02-01,2024-06-01,F&B,Amman,Basic,Bank Partner,37.31,53.89,0.0,0.0,0.0,True,10185.11,835.0
MX-0308,2024-02-01,2024-08-01,F&B,Mafraq,Pro,Bank Partner,30.43,77.11,0.0,0.0,0.0,True,2791.85,807.0
MX-0306,2024-02-01,2024-08-01,Pharmacy,Aqaba,Pro,Sales Agent,63.82,116.34,0.0,0.0,0.0,True,494.84,194.0
MX-0283,2024-02-01,2024-09-01,F&B,Amman,Pro,Sales Agent,68.35,115.73,0.0,0.0,0.0,True,6020.08,884.0
MX-0214,2024-02-01,2024-03-01,F&B,Amman,Pro,Sales Agent,97.77,94.4,0.0,0.0,0.0,True,5718.37,919.0
MX-0067,2024-02-01,2024-09-01,F&B,Amman,Basic,Sales Agent,52.08,110.14,0.0,0.0,0.0,True,9371.92,956.0
