merchant_id,month,merchant_industry,merchant_governorate,subscription_plan,acquisition_channel,customer_acquisition_cost,mrr,new_mrr,expansion_mrr,churned_mrr,active_status,total_payment_volume,transaction_count
M10276,2024-11-01,Hospitality,Amman,Basic,Sales Agent,84.62,58.38,0.0,30.47,0.0,True,1160.87,278
M10276,2024-12-01,Hospitality,Zaqra,Basic,Sales Agent,84.62,58.38,0.0,0.0,0.0,True,1708.58,504
M10276,2025-01-01,Hospitality,Amman,Basic,Sales Agent,84.62,58.38,0.0,0.0,0.0,True,523.89,209
M10277,2024-02-01,Retail,Irbid,Enterprise,Bank Partner,27.66,539.12,539.12,0.0,0.0,True,7261.68,767
M10277,2024-03-01,Retail,Irbid,Enterprise,Bank Partner,27.66,539.12,0.0,0.0,0.0,True,10424.28,715
M10277,2024-04-01,Retail,Irbid,Enterprise,Bank Partner,27.66,539.12,0.0,0.0,0.0,True,10643.96,816
M10277,2024-05-01,Retail,Irbid,Enterprise,Bank Partner,27.66,539.12,0.0,0.0,0.0,True,5416.5,-1
M10277,2024-06-01,Retail,Irbid,Enterprise,Bank Partner,27.66,539.12,0.0,0.0,0.0,True,5408.38,717
M10277,2024-07-01,Retail,Irbid,Enterprise,Bank Partner,27.66,539.12,0.0,0.0,0.0,True,5242.98,599
M10277,2024-08-01,Retail,Irbid,Enterprise,Bank Partner,27.66,539.12,0.0,0.0,0.0,True,3615.69,459
M10277,2024-09-01,Retail,Irbid,Enterprise,Bank Partner,27.66,539.12,0.0,0.0,0.0,True,9619.5,849
M10277,2024-10-01,Retail,Irbid,Enterprise,Bank Partner,27.66,539.12,0.0,0.0,0.0,True,2302.04,547
M10277,2024-11-01,Retail,Irbid,Enterprise,Bank Partner,27.66,539.12,0.0,0.0,0.0,True,3624.2,601
M10277,2024-12-01,Retail,Irbid,Enterprise,Bank Partner,27.66,539.12,0.0,0.0,0.0,True,10879.49,806
M10277,2025-01-01,Retail,Irbid,Enterprise,Bank Partner,27.66,577.44,0.0,38.33,0.0,True,3876.87,519
M10278,2024-02-01,Retail,Irbid,Basic,Bank Partner,30.85,32.67,32.67,0.0,0.0,True,5161.3,800
M10278,2024/03/01,Retail,Irbid,Basic,Bank Partner,30.85,0.0,0.0,0.0,32.67,False,0.0,0
M10279,2024-02-01,Hospitality,Zarqa,Basic,Online,22.84,15.69,15.69,0.0,0.0,True,4491.66,444
M10279,2024-03-01,Hospitality,Zarqa,Basic,Online,22.84,15.69,0.0,0.0,0.0,True,2625.63,187
M10279,2024-04-01,Hospitality,Zarqa,Basic,Online,22.84,15.69,0.0,0.0,0.0,True,1373.63,313
M10279,2024-05-01,Hospitality,Zarqa,Basic,Online,22.84,0.0,0.0,0.0,15.69,False,0.0,0
M10280,2024-02-01,Hospitality,Irbid,Pro,Bank Partner,21.36,114.46,114.46,0.0,0.0,True,2242.49,157
M10280,2024-03-01,Hospitality,Irbid,Pro,Bank Partner,21.36,39.81,0.0,39.81,114.46,False,0.0,0
M10281,2024-02-01,F&B,Zarqa,Pro,Online,34.47,113.61,113.61,0.0,0.0,True,12345.6,868
M10281,2024-03-01,F&B,Zaqra,Pro,Online,34.47,113.61,0.0,0.0,0.0,True,5377.33,795
M10281,2024-04-01,F&B, Amman ,Pro,Online,34.47,78.07,0.0,78.07,113.61,False,0.0,0
M10282,2024-02-01,F&B,Amman,Pro,Sales Agent,68.35,0.0,116.34,0.0,116.34,False,0.0,0
M10283,2024-02-01,F&B,Amman,Basic,Sales Agent,42.74,32.23,32.23,0.0,0.0,True,7995.97,855
M10283,2024-03-01,F&B,Amman,Basic,Sales Agent,42.74,32.23,0.0,0.0,0.0,True,3713.67,853
M10283,2024-04-01,F&B,Amman,Basic,Sales Agent,42.74,32.23,0.0,0.0,0.0,True,6765.21,916
M10283,2024-05-01,F&B,Amman,Basic,Sales Agent,42.74,32.23,0.0,0.0,0.0,True,13826.67,1042
M10283,2024-06-01,F&B,Amman,Basic,Sales Agent,42.74,32.23,0.0,0.0,0.0,True,2237.99,888
M10283,2024-07-01,F&B,Amman,Basic,Sales Agent,42.74,32.23,0.0,0.0,0.0,True,4785.99,901
M10283,2024-08-01,F&B,Amman,Basic,Sales Agent,42.74,32.23,0.0,0.0,0.0,True,2025.26,794
M10283,2024-09-01,F&B,Zaqra,Basic,Sales Agent,42.74,32.23,0.0,0.0,0.0,True,6833.24,879
M10283,2024-10-01,F&B,Amman,Basic,Sales Agent,42.74,32.23,0.0,0.0,0.0,True,16239.18,1128
M10283,2024-11-01,F&B,Amman,Basic,Sales Agent,42.74,32.23,0.0,0.0,0.0,True,8118.19,782
M10283,2024-12-01,F&B,Amman,Basic,Sales Agent,42.74,32.23,0.0,0.0,0.0,True,12667.43,901
M10283,2025-01-01,F&B,Amman,Basic,Sales Agent,42.74,32.23,0.0,0.0,0.0,True,9015.25,946
M10284,2024-02-01,Retail,Amman,Basic,Sales Agent,48.4,16.06,16.06,0.0,0.0,True,4620.45,804
M10284,2024-03-01,Retail,Amman,Basic,Sales Agent,48.4,16.06,0.0,0.0,0.0,True,4161.56,621
M10284,2024-04-01,Retail,Amman,Basic,Sales Agent,48.4,16.06,0.0,0.0,0.0,True,8603.42,799
M10284,2024-05-01,Retail,Amman,Basic,Sales Agent,48.4,16.06,0.0,0.0,0.0,True,3108.63,714
M10284,2024-06-01,Retail,Amman,Basic,Sales Agent,48.4,16.06,0.0,0.0,0.0,True,8795.89,838
M10284,2024-07-01,Retail,Amman,Basic,Sales Agent,48.4,16.06,0.0,0.0,0.0,True,4183.18,754
M10284,2024-08-01,Retail,Amman,Basic,Sales Agent,48.4,16.06,0.0,0.0,0.0,True,1188.87,579
M10284,2024-09-01,Retail,Amman,Basic,Sales Agent,48.4,16.06,0.0,0.0,0.0,True,8695.25,788
M10284,2024-10-01,Retail,Amman,Basic,Sales Agent,48.4,16.06,0.0,0.0,0.0,True,1937.87,573
M10284,2024-11-01,Retail,Amman,Basic,Sales Agent,48.4,16.06,0.0,0.0,0.0,True,2666.1,645
M10284,2024-12-01,Retail,amman,Basic,Sales Agent,48.4,45.79,0.0,29.73,0.0,True,2863.63,621
M10284,2025-01-01,Retail,Amman,Basic,Sales Agent,48.4,45.79,0.0,0.0,0.0,True,5978.3,583
M10285,2024-02-01,F&B,Other,Basic,Online,31.07,24.68,24.68,0.0,0.0,True,7402.22,838
M10285,2024-03-01,F&B,amman,Basic,Online,31.07,62.41,0.0,37.73,0.0,True,7266.81,827
M10285,2024-04-01,F&B,Other,Basic,Online,31.07,62.41,0.0,0.0,0.0,True,2451.08,-1
M10285,2024-05-01,F&B,Other,Basic,Online,31.07,62.41,0.0,0.0,0.0,True,2093.52,914
M10285,2024-06-01,F&B,Other,Basic,Online,31.07,62.41,0.0,0.0,0.0,True,8400.27,786
M10285,2024-07-01,F&B,Other,Basic,Online,31.07,62.41,0.0,0.0,0.0,True,7186.3,977
M10285,2024-08-01,F&B,Other,Basic,Online,31.07,62.41,0.0,0.0,0.0,True,2791.85,807
M10285,2024-09-01,F&B,Other,Basic,Online,31.07,62.41,0.0,0.0,0.0,True,8677.38,873
M10285,2024-10-01,F&B,Other,Basic,Online,31.07,62.41,0.0,0.0,0.0,True,12212.32,879
M10285,2024-11-01,F&B,Other,Basic,Online,31.07,62.41,0.0,0.0,0.0,True,8564.55,882
M10285,2024-12-01,F&B,Other,Basic,Online,31.07,0.0,0.0,0.0,62.41,False,0.0,0
M10286,2024-02-01,Retail,Zaqra,Basic,Sales Agent,98.29,57.65,22.97,34.68,0.0,True,8177.4,917
M10286,2024-03-01,Retail,Zarqa,Basic,Sales Agent,98.29,57.65,0.0,0.0,0.0,True,9952.39,769
M10286,2024-04-01,Retail,Zarqa,Basic,Sales Agent,98.29,57.65,0.0,0.0,0.0,True,3771.14,643
M10286,2024-05-01,Retail,Zarqa,Basic,Sales Agent,98.29,0.0,0.0,0.0,57.65,False,0.0,0
M10287,2024-02-01,Retail,Amman,Basic,Sales Agent,59.88,16.15,16.15,0.0,0.0,True,7519.23,879
M10287,2024-03-01,Retail,amman,Basic,Sales Agent,59.88,16.15,0.0,0.0,0.0,True,5862.26,624
M10287,2024-04-01,Retail,Amman,Basic,Sales Agent,59.88,16.15,0.0,0.0,0.0,True,10089.82,675
M10287,2024/05/01,Retail,Amman,Basic,Sales Agent,59.88,16.15,0.0,0.0,0.0,True,13360.41,1050
M10287,2024-06-01,Retail,Amman,Basic,Sales Agent,59.88,16.15,0.0,0.0,0.0,True,7694.97,757
M10287,2024-07-01,Retail, Amman ,Basic,Sales Agent,59.88,16.15,0.0,0.0,0.0,True,3163.99,751
M10287,2024/08/01,Retail,Amman,Basic,Sales Agent,59.88,16.15,0.0,0.0,0.0,True,1942.3,803
M10287,2024-09-01,Retail,Amman,Basic,Sales Agent,59.88,16.15,0.0,0.0,0.0,True,5441.52,814
M10287,2024-10-01,Retail,Amman,Basic,Sales Agent,59.88,16.15,0.0,0.0,0.0,True,9204.14,755
M10287,2024-11-01,Retail,Amman,Basic,Sales Agent,59.88,16.15,0.0,0.0,0.0,True,7260.5,642
M10287,2024-12-01,Retail,Amman,Basic,Sales Agent,59.88,16.15,0.0,0.0,0.0,True,1370.9,526
M10287,2025-01-01,Retail,Amman,Basic,Sales Agent,59.88,16.15,0.0,0.0,0.0,True,8891.95,826
M10288,2024-02-01,F&B,Amman,Basic,Bank Partner,27.05,23.4,23.4,0.0,0.0,True,8395.59,1013
M10288,2024-03-01,F&B,Amman,Basic,Bank Partner,27.05,23.4,0.0,0.0,0.0,True,3552.34,748
M10288,2024-04-01,F&B,Amman,Basic,Bank Partner,27.05,0.0,0.0,0.0,23.4,False,0.0,0
M10289,2024-02-01,Retail,Other,Basic,Sales Agent,51.77,42.65,23.67,18.98,0.0,True,3620.27,581
M10289,2024-03-01,Retail,Other,Basic,Sales Agent,51.77,42.65,0.0,0.0,0.0,True,1736.38,762
M10289,2024-04-01,Retail,Zaqra,Basic,Sales Agent,51.77,42.65,0.0,0.0,0.0,True,9391.98,711
M10289,2024-05-01,Retail,Other,Basic,Sales Agent,51.77,42.65,0.0,0.0,0.0,True,8365.02,743
M10289,2024-06-01,Retail,Other,Basic,Sales Agent,5177.0,42.65,0.0,0.0,0.0,True,6138.92,559
M10289,2024-07-01,Retail,Other,Basic,Sales Agent,51.77,42.65,0.0,0.0,0.0,True,4984.53,539
M10289,2024-08-01,Retail,Other,Basic,Sales Agent,51.77,42.65,0.0,0.0,0.0,True,5610.99,773
M10289,2024-09-01,Retail,Other,Basic,Sales Agent,51.77,42.65,0.0,0.0,0.0,True,5292.39,579
M10289,2024-10-01,Retail,Other,Basic,Sales Agent,51.77,71.94,0.0,29.29,0.0,True,10384.35,710
M10289,2024-11-01,Retail,Other,Basic,Sales Agent,51.77,71.94,0.0,0.0,0.0,True,3361.48,704
M10289,2024-12-01,Retail,Other,Basic,Sales Agent,51.77,71.94,0.0,0.0,0.0,True,5913.13,591
M10289,2025-01-01,Retail,Other,Basic,Sales Agent,51.77,71.94,0.0,0.0,0.0,True,3724.15,467
M10290,2024-02-01,F&B,Zaqra,Basic,Bank Partner,30.27,19.66,19.66,0.0,0.0,True,3058.76,915
M10290,2024-03-01,F&B,Amman,Basic,Bank Partner,30.27,19.66,0.0,0.0,0.0,True,9980.3,919
M10290,2024-04-01,F&B,Amman,Basic,Bank Partner,30.27,19.66,0.0,0.0,0.0,True,7933.18,1015
M10290,2024-05-01,F&B,Amman,Basic,Bank Partner,30.27,0.0,0.0,0.0,19.66,False,0.0,0
M10291,2024-02-01,F&B,Zarqa,Basic,Sales Agent,56.84,27.33,27.33,0.0,0.0,True,12056.05,912
M10291,2024-03-01,F&B,Zarqa,Basic,Sales Agent,-20.0,27.33,0.0,0.0,0.0,True,8707.09,663
M10291,2024-04-01,F&B,Zarqa,Basic,Sales Agent,56.84,27.33,0.0,0.0,0.0,True,2640.92,1025
M10291,2024-05-01,F&B,Zarqa,Basic,Sales Agent,56.84,27.33,0.0,0.0,0.0,True,7910.75,846
M10291,2024-06-01,F&B,Zarqa,Basic,Sales Agent,-20.0,27.33,0.0,0.0,0.0,True,7346.08,862
M10291,2024-07-01,F&B,Zarqa,Basic,Sales Agent,56.84,27.33,0.0,0.0,0.0,True,9801.95,738
M10291,2024-08-01,F&B,Zarqa,Basic,Sales Agent,56.84,0.0,0.0,0.0,27.33,False,0.0,0
M10292,2024-02-01,Hospitality,Zarqa,Pro,Sales Agent,52.42,180.53,100.72,79.8,0.0,True,869.84,125
M10292,2024-03-01,Hospitality,Zarqa,Pro,Sales Agent,52.42,180.53,0.0,0.0,0.0,True,889.95,145
M10292,2024-04-01,Hospitality,Zarqa,Pro,Sales Agent,52.42,180.53,0.0,0.0,0.0,True,2392.73,292
M10292,2024-05-01,Hospitality,Zarqa,Pro,Sales Agent,52.42,180.53,0.0,0.0,0.0,True,661.82,297
M10292,2024-06-01,Hospitality,Zarqa,Pro,Sales Agent,52.42,180.53,0.0,0.0,0.0,True,5230.03,358
M10292,2024-07-01,Hospitality,Zarqa,Pro,Sales Agent,5242.0,180.53,0.0,0.0,0.0,True,827.99,268
M10292,2024-08-01,Hospitality,Zarqa,Pro,Sales Agent,52.42,180.53,0.0,0.0,0.0,True,318.63,53
M10292,2024-09-01,Hospitality,Zarqa,Pro,Sales Agent,52.42,180.53,0.0,0.0,0.0,True,203.0,20
M10292,2024-10-01,Hospitality,Zarqa,Pro,Sales Agent,52.42,180.53,0.0,0.0,0.0,True,1531.93,113
M10292,2024-11-01,Hospitality,Zarqa,Pro,Sales Agent,52.42,198.77,0.0,18.25,0.0,True,1345.38,163
M10292,2024-12-01,Hospitality, Amman ,Pro,Sales Agent,52.42,204.32,0.0,5.54,0.0,True,844.02,104
M10292,2025-01-01,Hospitality,Zarqa,Pro,Sales Agent,52.42,204.32,0.0,0.0,0.0,True,4394.22,421
M10293,2024-02-01,F&B,Zarqa,Pro,Sales Agent,70.99,111.8,111.8,0.0,0.0,True,2150.52,866
M10293,2024-03-01,F&B,amman,Pro,Sales Agent,70.99,111.8,0.0,0.0,0.0,True,6816.66,855
M10293,2024-04-01,F&B,Zarqa,Pro,Sales Agent,70.99,188.78,0.0,76.98,0.0,True,10607.88,967
M10293,2024-05-01,F&B,Zarqa,Pro,Sales Agent,70.99,188.78,0.0,0.0,0.0,True,5483.24,843
M10293,2024-06-01,F&B,Zarqa,Pro,Sales Agent,70.99,188.78,0.0,0.0,0.0,True,11508.82,813
M10293,2024-07-01,F&B,Zarqa,Pro,Sales Agent,70.99,188.78,0.0,0.0,0.0,True,6109.28,862
M10293,2024-08-01,F&B,Zarqa,Pro,Sales Agent,70.99,188.78,0.0,0.0,0.0,True,7356.37,960
M10293,2024-09-01,F&B,Zarqa,Pro,Sales Agent,70.99,188.78,0.0,0.0,0.0,True,13132.66,947
M10293,2024-10-01,F&B,Zarqa,Pro,Sales Agent,70.99,188.78,0.0,0.0,0.0,True,8247.66,869
M10293,2024-11-01,F&B,Zarqa,Pro,Sales Agent,70.99,188.78,0.0,0.0,0.0,True,12271.82,1006
M10293,2024-12-01,F&B,Zarqa,Pro,Sales Agent,70.99,188.78,0.0,0.0,0.0,True,11082.49,864
M10293,2025-01-01,F&B,Zarqa,Pro,Sales Agent,70.99,202.19,0.0,13.42,0.0,True,4250.78,753
M10294,2024-02-01,F&B,Amman,Pro,Bank Partner,15.14,118.29,118.29,0.0,0.0,True,9468.6,991
M10294,2024-03-01,F&B,Amman,Pro,Bank Partner,15.14,118.29,0.0,0.0,0.0,True,5286.83,1046
M10294,2024-04-01,F&B,Amman,Pro,Bank Partner,15.14,118.29,0.0,0.0,0.0,True,4577.44,722
M10294,2024-05-01,F&B,Amman,Pro,Bank Partner,15.14,0.0,0.0,0.0,118.29,False,0.0,0
M10295,2024-02-01,Retail,Aqaba,Basic,Bank Partner,15.19,17.3,17.3,0.0,0.0,True,10170.07,768
M10295,2024-03-01,Retail,Aqaba,Basic,Bank Partner,15.19,0.0,0.0,0.0,17.3,False,0.0,0
M10296,2024-02-01,Hospitality,Other,Basic,Sales Agent,53.14,93.99,30.42,63.57,0.0,True,2466.27,485
M10296,2024-03-01,Hospitality,Other,Basic,Sales Agent,53.14,93.99,0.0,0.0,0.0,True,1211.18,290
M10296,2024-04-01,Hospitality,Other,Basic,Sales Agent,53.14,93.99,0.0,0.0,0.0,True,2066.9,-1
M10296,2024-05-01,Hospitality,Other,Basic,Sales Agent,53.14,126.8,0.0,32.81,0.0,True,2093.64,424
M10296,2024-06-01,Hospitality,Other,Basic,Sales Agent,53.14,126.8,0.0,0.0,0.0,True,3211.65,260
M10296,2024-07-01,Hospitality,Other,Basic,Sales Agent,53.14,126.8,0.0,0.0,0.0,True,2867.69,340
M10296,2024-08-01,Hospitality,Other,Basic,Sales Agent,53.14,126.8,0.0,0.0,0.0,True,787.47,56
M10296,2024-09-01,Hospitality,Other,Basic,Sales Agent,53.14,126.8,0.0,0.0,0.0,True,3975.0,541
M10296,2024-10-01,Hospitality,Other,Basic,Sales Agent,53.14,126.8,0.0,0.0,0.0,True,3576.58,271
M10296,2024-11-01,Hospitality,Other,Basic,Sales Agent,53.14,126.8,0.0,0.0,0.0,True,3502.31,384
M10296,2024-12-01,Hospitality,Other,Basic,Sales Agent,53.14,200.44,0.0,73.64,0.0,True,479.32,60
M10296,2025-01-01,Hospitality,Other,Basic,Sales Agent,53.14,200.44,0.0,0.0,0.0,True,1822.7,147
M10297,2024-02-01,F&B,amman,Basic,Bank Partner,15.92,35.86,35.86,0.0,0.0,True,9425.1,871
M10297,2024-03-01,F&B,Zarqa,Basic,Bank Partner,15.92,35.86,0.0,0.0,0.0,True,12368.21,939
M10297,2024-04-01,F&B,Zarqa,Basic,Bank Partner,15.92,35.86,0.0,0.0,0.0,True,5112.21,1062
M10297,2024-05-01,F&B,Zarqa,Basic,Bank Partner,15.92,35.86,0.0,0.0,0.0,True,4094.95,919
M10297,2024-06-01,F&B,Zarqa,Basic,Bank Partner,15.92,0.0,0.0,0.0,35.86,False,0.0,0
M10298,2024-02-01,Retail,Irbid,Pro,Bank Partner,17.7,117.77,86.03,31.73,0.0,True,3372.04,445
M10298,2024-03-01,Retail,Irbid,Pro,Bank Partner,17.7,117.77,0.0,0.0,0.0,True,12219.07,849
M10298,2024-04-01,Retail,Irbid,Pro,Bank Partner,17.7,117.77,0.0,0.0,0.0,True,12173.63,1002
M10298,2024-05-01,Retail,Irbid,Pro,Bank Partner,17.7,117.77,0.0,0.0,0.0,True,13323.06,913
M10298,2024/06/01,Retail,Irbid,Pro,Bank Partner,17.7,117.77,0.0,0.0,0.0,True,7934.29,663
M10298,2024-07-01,Retail,Irbid,Pro,Bank Partner,17.7,0.0,0.0,0.0,117.77,False,0.0,0
M10299,2024-02-01,F&B,Other,Pro,Bank Partner,23.47,0.0,116.09,0.0,116.09,False,0.0,0
M10300,2024/02/01,F&B,Irbid,Basic,Online,52.1,20.93,20.93,0.0,0.0,True,11926.17,-1
M10300,2024-03-01,F&B,Irbid,Basic,Online,52.1,20.93,0.0,0.0,0.0,True,5459.3,1057
M10300,2024-04-01,F&B,Irbid,Basic,Online,52.1,96.37,0.0,75.44,0.0,True,2949.01,644
M10300,2024-05-01,F&B,Irbid,Basic,Online,52.1,96.37,0.0,0.0,0.0,True,5367.0,1080
M10300,2024-06-01,F&B,Irbid,Basic,Online,52.1,96.37,0.0,0.0,0.0,True,10556.78,779
M10300,2024-07-01,F&B,Irbid,Basic,Online,52.1,96.37,0.0,0.0,0.0,True,3774.42,1101
M10300,2024-08-01,F&B,Irbid,Basic,Online,52.1,0.0,0.0,0.0,96.37,False,0.0,0
M10301,2024-02-01,Retail,Amman,Enterprise,Sales Agent,7431.999999999999,213.42,213.42,0.0,0.0,True,8973.6,691
M10301,2024-03-01,Retail,Amman,Enterprise,Sales Agent,74.32,213.42,0.0,0.0,0.0,True,1742.74,690
M10301,2024-04-01,Retail,Amman,Enterprise,Sales Agent,74.32,213.42,0.0,0.0,0.0,True,1687.06,387
M10301,2024-05-01,Retail,Amman,Enterprise,Sales Agent,74.32,213.42,0.0,0.0,0.0,True,11069.56,850
M10301,2024-06-01,Retail,Amman,Enterprise,Sales Agent,74.32,213.42,0.0,0.0,0.0,True,8472.05,850
M10301,2024-07-01,Retail,Amman,Enterprise,Sales Agent,74.32,213.42,0.0,0.0,0.0,True,8886.53,961
M10301,2024-08-01,Retail,Amman,Enterprise,Sales Agent,74.32,213.42,0.0,0.0,0.0,True,7445.31,656
M10301,2024-09-01,Retail,Amman,Enterprise,Sales Agent,74.32,213.42,0.0,0.0,0.0,True,3270.14,636
M10301,2024-10-01,Retail,Amman,Enterprise,Sales Agent,74.32,260.42,0.0,47.0,0.0,True,13582.8,928
M10301,2024-11-01,Retail,Amman,Enterprise,Sales Agent,74.32,260.42,0.0,0.0,0.0,True,6058.53,611
M10301,2024-12-01,Retail,Zaqra,Enterprise,Sales Agent,74.32,260.42,0.0,0.0,0.0,True,10660.49,796
M10301,2025-01-01,Retail,Amman,Enterprise,Sales Agent,74.32,260.42,0.0,0.0,0.0,True,9779.1,668
M10302,2024-02-01,Retail,Zarqa,Basic,Bank Partner,27.82,28.96,28.96,0.0,0.0,True,5050.09,640
M10302,2024-03-01,Retail,Zarqa,Basic,Bank Partner,50JOD,28.96,0.0,0.0,0.0,True,6260.96,723
M10302,2024-04-01,Retail,Zarqa,Basic,Bank Partner,27.82,28.96,0.0,0.0,0.0,True,6843.17,724
M10302,2024-05-01,Retail,Zarqa,Basic,Bank Partner,27.82,28.96,0.0,0.0,0.0,True,1747.13,694
M10302,2024-06-01,Retail,Zarqa,Basic,Bank Partner,27.82,28.96,0.0,0.0,0.0,True,8922.8,874
M10302,2024-07-01,Retail,Zarqa,Basic,Bank Partner,27.82,104.98,0.0,76.02,0.0,True,9207.93,644
M10302,2024-08-01,Retail,Zarqa,Basic,Bank Partner,27.82,104.98,0.0,0.0,0.0,True,5596.4,659
M10302,2024-09-01,Retail,Zarqa,Basic,Bank Partner,27.82,104.98,0.0,0.0,0.0,True,7513.18,511
M10302,2024-10-01,Retail,Zarqa,Basic,Bank Partner,27.82,104.98,0.0,0.0,0.0,True,2951.77,744
M10302,2024-11-01,Retail,Zarqa,Basic,Bank Partner,27.82,104.98,0.0,0.0,0.0,True,5848.65,633
M10302,2024-12-01,Retail,Zarqa,Basic,Bank Partner,27.82,104.98,0.0,0.0,0.0,True,1947.24,628
M10302,2025-01-01,Retail,amman,Basic,Bank Partner,27.82,104.98,0.0,0.0,0.0,True,8831.71,617
M10303,2024-02-01,Retail,Zarqa,Basic,Bank Partner,22.34,38.85,38.85,0.0,0.0,True,2743.43,617
M10303,2024-03-01,Retail,Zarqa,Basic,Bank Partner,22.34,38.85,0.0,0.0,0.0,True,8936.05,729
M10303,2024-04-01,Retail,Zarqa,Basic,Bank Partner,22.34,38.85,0.0,0.0,0.0,True,9510.8,688
M10303,2024-05-01,Retail,Zarqa,Basic,Bank Partner,-20.0,38.85,0.0,0.0,0.0,True,1992.5,653
M10303,2024-06-01,Retail,Zarqa,Basic,Bank Partner,22.34,38.85,0.0,0.0,0.0,True,2509.67,776
M10303,2024-07-01,Retail,Zarqa,Basic,Bank Partner,22.34,38.85,0.0,0.0,0.0,True,4000.29,839
M10303,2024-08-01,Retail,Zarqa,Basic,Bank Partner,22.34,64.62,0.0,25.77,0.0,True,4079.65,808
M10303,2024-09-01,Retail,Zarqa,Basic,Bank Partner,22.34,64.62,0.0,0.0,0.0,True,3596.49,819
M10303,2024-10-01,Retail,Zarqa,Basic,Bank Partner,22.34,0.0,0.0,0.0,64.62,False,0.0,0
M10304,2024-02-01,Retail,Amman,Pro,Bank Partner,38.29,162.05,83.72,78.33,0.0,True,5315.87,635
M10304,2024-03-01,Retail,Amman,Pro,Bank Partner,38.29,211.48,0.0,49.43,0.0,True,9237.2,734
M10304,2024-04-01,Retail,Amman,Pro,Bank Partner,38.29,211.48,0.0,0.0,0.0,True,7266.28,541
M10304,2024-05-01,Retail,Amman,Pro,Bank Partner,38.29,211.48,0.0,0.0,0.0,True,9591.46,-1
M10304,2024-06-01,Retail,Amman,Pro,Bank Partner,38.29,0.0,0.0,0.0,211.48,False,0.0,0
M10305,2024-02-01,Pharmacy,Irbid,Pro,Sales Agent,63.82,74.86,74.86,0.0,0.0,True,1658.69,339
M10305,2024-03-01,Pharmacy, Amman ,Pro,Sales Agent,63.82,74.86,0.0,0.0,0.0,True,2119.96,403
M10305,2024-04-01,Pharmacy,Irbid,Pro,Sales Agent,63.82,74.86,0.0,0.0,0.0,True,5108.63,429
M10305,2024-05-01,Pharmacy,Irbid,Pro,Sales Agent,63.82,74.86,0.0,0.0,0.0,True,4268.07,309
M10305,2024-06-01,Pharmacy,Irbid,Pro,Sales Agent,63.82,74.86,0.0,0.0,0.0,True,765.81,356
M10305,2024-07-01,Pharmacy,Irbid,Pro,Sales Agent,63.82,74.86,0.0,0.0,0.0,True,1851.13,259
M10305,2024-08-01,Pharmacy,Irbid,Pro,Sales Agent,63.82,74.86,0.0,0.0,0.0,True,1195.97,332
M10305,2024-09-01,Pharmacy,Irbid,Pro,Sales Agent,63.82,0.0,0.0,0.0,74.86,False,0.0,0
M10306,2024-02-01,Retail,Other,Pro,Sales Agent,45.23,71.88,71.88,0.0,0.0,True,4983.99,597
M10306,2024-03-01,Retail,Other,Pro,Sales Agent,45.23,71.88,0.0,0.0,0.0,True,2547.58,595
M10306,2024-04-01,Retail, Amman ,Pro,Sales Agent,45.23,71.88,0.0,0.0,0.0,True,4554.09,886
M10306,2024-05-01,Retail,Other,Pro,Sales Agent,45.23,71.88,0.0,0.0,0.0,True,1240.53,506
M10306,2024-06-01,Retail,Other,Pro,Sales Agent,45.23,71.88,0.0,0.0,0.0,True,11165.9,749
M10306,2024-07-01,Retail,Other,Pro,Sales Agent,45.23,71.88,0.0,0.0,0.0,True,8769.29,604
M10306,2024-08-01,Retail,Other,Pro,Sales Agent,45.23,71.88,0.0,0.0,0.0,True,5436.82,628
M10306,2024-09-01,Retail,Other,Pro,Sales Agent,45.23,71.88,0.0,0.0,0.0,True,5618.53,745
M10306,2024-10-01,Retail,Other,Pro,Sales Agent,45.23,71.88,0.0,0.0,0.0,True,3539.92,907
M10306,2024-11-01,Retail,Other,Pro,Sales Agent,45.23,71.88,0.0,0.0,0.0,True,6025.69,407
M10306,2024-12-01,Retail,Other,Pro,Sales Agent,45.23,98.31,0.0,26.43,0.0,True,2410.34,400
M10306,2025-01-01,Retail,Other,Pro,Sales Agent,45.23,98.31,0.0,0.0,0.0,True,10518.4,779
M10307,2024-02-01,F&B,Other,Pro,Bank Partner,30.43,100.67,100.67,0.0,0.0,True,7837.21,982
M10307,2024-03-01,F&B,Other,Pro,Bank Partner,3043.0,100.67,0.0,0.0,0.0,True,7563.77,730
M10307,2024-04-01,F&B,Other,Pro,Bank Partner,30.43,100.67,0.0,0.0,0.0,True,5867.37,903
M10307,2024-05-01,F&B,Other,Pro,Bank Partner,30.43,100.67,0.0,0.0,0.0,True,6725.14,809
M10307,2024-06-01,F&B,Other,Pro,Bank Partner,-20.0,100.67,0.0,0.0,0.0,True,12077.87,866
M10307,2024-07-01,F&B,Other,Pro,Bank Partner,30.43,0.0,0.0,0.0,100.67,False,0.0,0
M10308,2024-02-01,Hospitality,Amman,Basic,Bank Partner,17.85,20.12,20.12,0.0,0.0,True,2531.96,196
M10308,2024-03-01,Hospitality,amman,Basic,Bank Partner,17.85,20.12,0.0,0.0,0.0,True,4576.32,469
M10308,2024-04-01,Hospitality,Amman,Basic,Bank Partner,17.85,20.12,0.0,0.0,0.0,True,1111.59,309
